city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,weather,ori_clip_index,blueprint
PEK,1659866263.7,200001,VEHICLE,CAR,OTHERS,417719.3725819075,4731139.30682177,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866263.8,200001,VEHICLE,CAR,OTHERS,417719.3725819075,4731139.30682177,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,5.820766091346741e-10,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866263.9,200001,VEHICLE,CAR,OTHERS,417719.3725819076,4731139.30682177,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.0,200001,VEHICLE,CAR,OTHERS,417719.3725819076,4731139.30682177,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,9.313225746154784e-09,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.1,200001,VEHICLE,CAR,OTHERS,417719.3725819076,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,1.746229827404022e-09,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.2,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.3,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.4,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.5,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.6,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.7,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.8,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866264.9,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.0,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.1,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.2,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.3,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.4,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.5,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.6,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.7,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
PEK,1659866265.8,200001,VEHICLE,CAR,OTHERS,417719.3725819077,4731139.306821771,0,4.21532821655273,1.50976610183716,1.37539994716644,-1.0239583836380768,0.0,0.0,yizhuang#20-1_po,Cloudy,1540,vehicle.seat.leon
