city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,weather,ori_clip_index,blueprint
PEK,1646033306.6,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033306.7,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033306.8,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033306.9,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.0,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.1,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.2,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.3,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.4,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.5,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.6,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.7,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.8,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033307.9,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033308.0,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033308.1,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033308.2,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033308.3,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033308.4,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033308.5,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
PEK,1646033308.6,200002,BICYCLE,MOTORCYCLIST,OTHERS,417831.25724071945,4730207.949299979,0,1.62443912029266,0.482499986886978,1.21154403686523,-1.0962114138888055,0.0,0.0,yizhuang#11-1_po,Overcast,232,vehicle.yamaha.yzf
